Date,AAPL,AMZN,CVX,GOOGL,GS,HD,JPM,META,MSFT,NVDA,UNH,XOM
2020-09-03,,,,,,,,,,,,
2020-09-04,,,,,,,,,,,,
2020-09-08,,,,,,,,,,,,
2020-09-09,,,,,,,,,,,,
2020-09-10,,,,,,,,,,,,
2020-09-11,,,,,,,,,,,,
2020-09-14,,,,,,,,,,,,
2020-09-15,,,,,,,,,,,,
2020-09-16,,,,,,,,,,,,
2020-09-17,,,,,,,,,,,,
2020-09-18,,,,,,,,,,,,
2020-09-21,,,,,,,,,,,,
2020-09-22,,,,,,,,,,,,
2020-09-23,,,,,,,,,,,,
2020-09-24,,,,,,,,,,,,
2020-09-25,,,,,,,,,,,,
2020-09-28,,,,,,,,,,,,
2020-09-29,,,,,,,,,,,,
2020-09-30,,,,,,,,,,,,
2020-10-01,,,,,,,,,,,,
2020-10-02,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,
2020-10-06,,,,,,,,,,,,
2020-10-07,,,,,,,,,,,,
2020-10-08,,,,,,,,,,,,
2020-10-09,,,,,,,,,,,,
2020-10-12,,,,,,,,,,,,
2020-10-13,,,,,,,,,,,,
2020-10-14,,,,,,,,,,,,
2020-10-15,,,,,,,,,,,,
2020-10-16,,,,,,,,,,,,
2020-10-19,,,,,,,,,,,,
2020-10-20,,,,,,,,,,,,
2020-10-21,,,,,,,,,,,,
2020-10-22,,,,,,,,,,,,
2020-10-23,,,,,,,,,,,,
2020-10-26,,,,,,,,,,,,
2020-10-27,,,,,,,,,,,,
2020-10-28,,,,,,,,,,,,
2020-10-29,,,,,,,,,,,,
2020-10-30,,,,,,,,,,,,
2020-11-02,,,,,,,,,,,,
2020-11-03,,,,,,,,,,,,
2020-11-04,,,,,,,,,,,,
2020-11-05,,,,,,,,,,,,
2020-11-06,,,,,,,,,,,,
2020-11-09,,,,,,,,,,,,
2020-11-10,,,,,,,,,,,,
2020-11-11,,,,,,,,,,,,
2020-11-12,,,,,,,,,,,,
2020-11-13,,,,,,,,,,,,
2020-11-16,,,,,,,,,,,,
2020-11-17,,,,,,,,,,,,
2020-11-18,,,,,,,,,,,,
2020-11-19,,,,,,,,,,,,
2020-11-20,,,,,,,,,,,,
2020-11-23,,,,,,,,,,,,
2020-11-24,,,,,,,,,,,,
2020-11-25,,,,,,,,,,,,
2020-11-27,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,
2020-12-01,,,,,,,,,,,,
2020-12-02,,,,,,,,,,,,
2020-12-03,,,,,,,,,,,,
2020-12-04,,,,,,,,,,,,
2020-12-07,,,,,,,,,,,,
2020-12-08,,,,,,,,,,,,
2020-12-09,,,,,,,,,,,,
2020-12-10,,,,,,,,,,,,
2020-12-11,,,,,,,,,,,,
2020-12-14,,,,,,,,,,,,
2020-12-15,,,,,,,,,,,,
2020-12-16,,,,,,,,,,,,
2020-12-17,,,,,,,,,,,,
2020-12-18,,,,,,,,,,,,
2020-12-21,,,,,,,,,,,,
2020-12-22,,,,,,,,,,,,
2020-12-23,,,,,,,,,,,,
2020-12-24,,,,,,,,,,,,
2020-12-28,,,,,,,,,,,,
2020-12-29,,,,,,,,,,,,
2020-12-30,,,,,,,,,,,,
2020-12-31,0.13716883108929173,0.5353621066714596,-0.6501031308072049,0.4317228357055807,-0.6676564619665641,0.6887149358938043,-0.7492429281012313,0.2669350450804192,0.3089879703819239,1.138594371839886,-0.006822599645782301,-1.4336609761415817
2021-01-04,0.15786850204637526,0.5089515056215309,-0.6139669341303795,0.5034020899321483,-0.6923752586058288,0.5298130315368457,-0.7156985682949801,0.269323276140253,0.2878626110948958,1.14752668384057,0.0077336939874620425,-1.3904406331688959
2021-01-05,0.21801338081276947,0.5193662867422325,-0.6596246933035983,0.5038803549217576,-0.7459804875235436,0.5086399835079082,-0.6696290196900506,0.180838761941725,0.3576614148213024,1.1080671755222224,0.17566851820124768,-1.496901675953974
2021-01-06,0.35733227048699123,0.5558268665253904,-0.6751340974048623,0.47229561256917935,-0.8052501106484187,0.3858448693680407,-0.7953637174231705,0.1600407404648039,0.4412410649813314,1.287450617887388,0.004740757963687142,-1.3890248747703602
2021-01-07,0.357218830388201,0.642287467724591,-0.6882710831962373,0.41930924670196157,-0.8043782115064706,0.4618436315235053,-0.8333140824631937,0.2574460338362456,0.40029288861321255,1.1535343962858684,0.00015920831013294112,-1.3661283262178152
2021-01-08,0.3412515490471441,0.6888598041395548,-0.6793648529599456,0.38232513496049236,-0.8365124118926918,0.4125096303886014,-0.8592951720336497,0.2608326394649834,0.4301932367954435,1.1007271764703346,0.03667416487738426,-1.2782008992576532
2021-01-11,0.3718549387083335,0.7349061026730235,-0.7253898725271102,0.38739371234960535,-0.7437202961543676,0.49876471623332264,-0.9066349296298443,0.3076496619257186,0.4302071043581543,0.9038606574774196,0.05276548211799677,-1.3116572775322524
2021-01-12,0.4857295079149074,0.761837338129081,-0.6977553231290441,0.3712297702941154,-0.7694085365836278,0.4060367692413504,-0.9747601259607237,0.294541911979323,0.4200881731667269,0.9340070783792614,0.05884414487514102,-1.2903907083065085
2021-01-13,0.43828243591145966,0.7508078346116553,-0.6989765809072168,0.3878660549277014,-0.8064272255904354,0.44701744868069154,-0.962370147321207,0.24788183580182718,0.47765483665743336,0.9584983307547112,0.045545009949893425,-1.2857798334765145
2021-01-14,0.4521100959034797,0.809930981741733,-0.8487436177481921,0.322452674222943,-0.7488915023855889,0.48829040127012296,-0.8933537366471467,0.22433745738736927,0.49683999083627806,1.080737315125095,0.0537303909490906,-1.4374404506551854
2021-01-15,0.6374919306091439,0.8018887080690362,-0.8349374897762398,0.31041088962350727,-0.7914596793758166,0.3589351832549162,-0.9023694466923657,0.20561726251144505,0.4405726312907535,1.1146476593797066,0.018752870288858844,-1.3595505191829427
2021-01-19,0.6368501478354504,0.9709095046801808,-0.9291061853737796,0.19042222419158394,-0.7552964342717468,0.4138398568106087,-0.9187028051964582,0.1397247439672808,0.5165999314795614,1.07352904944311,0.03862890359912431,-1.3773989371649167
2021-01-20,0.6494547070209872,0.8417552555060837,-0.9103099315459884,-0.02235016247291502,-0.6975819911973282,0.5674126946185382,-0.889363841329477,0.14215742370687312,0.47532096193309603,1.1215660759614072,0.15304475064159068,-1.4311059428428674
2021-01-21,0.46457397563328423,0.8374676321060814,-0.7737523080339628,-0.018254872002724798,-0.7534997864726796,0.5204403228573476,-0.8562993020612352,0.24035709257866977,0.5504542235270153,1.0202249885396786,0.13925721359108986,-1.370969180262564
2021-01-22,0.37585995237353587,0.8807142544482772,-0.898692509519923,-0.1027091498114395,-0.5135198643610328,0.4118547679515184,-0.7036595105317398,0.2089759757079831,0.6555346514319826,1.0824272170773768,0.1799315477227355,-1.5767173324892765
2021-01-25,0.4533757207114465,0.9389537212843738,-0.9299383201158231,-0.12378398392319481,-0.5543358554011214,0.4245577199871059,-0.6672152853938322,0.02258734627199971,0.6686075049643687,1.1150851710452896,0.23397115503402122,-1.5818648944646334
2021-01-26,0.28048534311770223,0.8073323232683651,-0.7275041299253175,-0.2802451733117489,-0.46655300761996543,0.42589783416768806,-0.49314065142235364,-0.07722437402731003,0.4466159412571502,1.1163149082487773,0.443013268664201,-1.4749922824171882
2021-01-27,0.24115288549023425,0.7755216883947359,-0.8831497136813989,-0.041787381341960056,-0.41123122374848586,0.48819062083408665,-0.5251109973320168,-0.040000797514907635,0.3145531859923639,1.1486078715567503,0.513179032397399,-1.5799251710468007
2021-01-28,0.681697742829149,0.9631133281700351,-1.021752947477937,-0.029520399388041407,-0.32049222870517874,0.25762584258404864,-0.6354179205675988,0.25140692047388613,0.1546205566542035,0.9150181218483053,0.4020944947991171,-1.6183935112199892
2021-01-29,0.672563929388433,0.9721668147322061,-0.9101737517731049,-0.06682059599501505,-0.3998821829322803,0.20503311600665153,-0.7016448927113023,0.3789182733921262,0.17908056914232565,0.8813285549358694,0.4039414128253278,-1.6145112470112384
2021-02-01,0.7072623791809273,0.5522261884950352,-0.8148544025063666,-0.2858297047354313,-0.3254285547521719,0.32129550977578025,-0.621184774832755,0.36436864790113266,-0.022761905072737898,1.0834939383654765,0.49916890534797914,-1.4577562271668678
2021-02-02,0.7746522676253539,0.5744713008803273,-0.8598125487926325,-0.23586358247905512,-0.4249330719597637,0.3311542520943404,-0.653971442851168,0.4035345356417658,0.05968274221384404,0.9685516588942638,0.5842482103496331,-1.5217143216169084
2021-02-03,0.7046829229126416,0.625231770427784,-0.8574985005846725,-0.49338680823721764,-0.23725258333454635,0.35464312797349584,-0.6349354558491547,0.30405997594691325,0.012985493281974458,1.1228793548748741,0.5530460868370813,-1.4544553842491734
2021-02-04,0.6148054067023485,0.6426034326132014,-0.7706570937808845,-0.46890997171421905,-0.207299782490506,0.29500286310079216,-0.7423567196221496,0.3269242370863783,0.012656342829305445,1.1641892009058752,0.47687362393952015,-1.3438315395696616
2021-02-05,0.4617972382229155,0.5505357004665955,-0.723996292251723,-0.5177935437736694,0.04786434801462712,0.21742408466168503,-0.5268830826311179,0.2037730981627484,-0.146444476366112,0.9490686377595192,0.8485256168970812,-1.3638713291625508
2021-02-08,0.5797333359764616,0.4849058225368003,-0.7998898879241191,-0.43174429986759477,0.03678328172450455,0.11570756683964367,-0.4436107877581568,0.24797118895779724,-0.06328508559778434,0.909691034534835,0.8651930163809787,-1.5014551858033667
2021-02-09,0.67838657012712,0.5044160031135333,-0.770228200635242,-0.4431401838638756,0.009970665351044853,0.17481823380693073,-0.4496478582768397,0.19319871381996137,-0.13964669942315866,0.8559568521806694,0.8754437687948251,-1.489527864994969
2021-02-10,0.5376345819146201,0.431836543782272,-0.7588506791650768,-0.6524656931816717,0.07668382198398582,0.2918882138137829,-0.08614871933961879,-0.005396449855643366,-0.11950065703889068,0.8196281242550734,0.7991256294574891,-1.3344347166263208
2021-02-11,0.49405147125971494,0.5006975555685058,-0.6972544340870879,-0.6711753480700198,0.20827297011577087,0.3879610258491665,-0.05226136594999521,-0.141089954841763,-0.15648418765429206,0.7159766651940025,0.5950119391834929,-1.1837063365674976
2021-02-12,0.5789061761233615,0.5736894259140959,-0.7196238863928387,-0.7003350373089716,0.1539442009387225,0.3161980273738235,-0.10146784818228766,-0.17936214060595013,-0.14228471743060508,0.798900339760315,0.6051598820847468,-1.183724422274412
2021-02-16,0.6868517308688943,0.6562043831683659,-0.7066929840131871,-0.6757874236613955,0.27568162689209547,0.24701340485651094,-0.13586921512442013,-0.2997680036287998,-0.13233203992770975,0.5759192744764762,0.6066986066786151,-1.0979193605854436
2021-02-17,0.8122000732889542,0.6380497721934069,-0.9212671024929122,-0.6536383002999373,0.2760283382244304,0.39913974431064997,-0.14283416770809076,-0.1353470330158642,-0.11960400909720342,0.5039617473871197,0.671028975993322,-1.3277180387838734
2021-02-18,0.8581817213724365,0.622478306877216,-0.7736916082274731,-0.5802194350345757,0.08344852382422915,0.30323896666702815,-0.2611698136182934,0.09116860562805738,-0.103041171893196,0.37994029756756864,0.6820520474784331,-1.30238644064143
2021-02-19,0.9068102537965311,0.8384494700238259,-0.8225605919003075,-0.3487595221214134,-0.20223224672556062,0.23532795110578553,-0.549655245728829,0.23619977437678288,0.060851967527343065,0.35677307101223227,0.615477036738169,-1.3266819181045597
2021-02-22,0.9968256909932296,0.8345143212493034,-1.0762187839549102,-0.2606491251748412,-0.27286882927303274,0.30383099326555146,-0.5847906459649616,0.25556015413882244,0.1633843228978842,0.669164999717049,0.4950616292417871,-1.5238147271358795
2021-02-23,1.0388870198750766,0.7648552688371317,-1.0803330562665971,-0.21497099651843307,-0.2974536514902025,0.4020523533033482,-0.6195935690158374,0.20019980303867715,0.21873473153698858,0.6957656732138655,0.4526416466842424,-1.5607852231982586
2021-02-24,1.1004272279439817,0.730294364908394,-1.1214573470566973,-0.1766431666544489,-0.4170247463975062,0.3755258122217888,-0.581045652630415,0.2266087814864299,0.28019421142992984,0.6528558690795921,0.449992091612184,-1.5197274459432335
2021-02-25,1.0961707617666083,0.7680782082205152,-1.0831446056946505,-0.13030349523417,-0.40037100996083175,0.3262414559204587,-0.5811126982884689,0.2689489263245331,0.30205279343332864,0.5535769637694492,0.37614000357770694,-1.4962773038344754
2021-02-26,1.2367198727609552,0.729893628311127,-1.0004503882723048,-0.24747697671886898,-0.4226084394915147,0.3002925937570414,-0.5536151543859614,0.21799544414322314,0.43267041728361855,0.3721161613998265,0.3156742378606334,-1.381211396647775
2021-03-01,1.0500922022348032,0.8164689565707071,-0.9945592145269718,-0.22632101218800868,-0.44332395803797403,0.4279518533362836,-0.4698863271313307,0.05403966100021314,0.5099786654391057,0.3604006661586132,0.40753311154705724,-1.4923746044024981
2021-03-02,0.8412246816333014,0.8940195042733802,-1.0800090140141034,-0.16976928007620806,-0.4044469672411717,0.3675213105615638,-0.42332277857048034,0.10382209858143993,0.4257276356063673,0.558278210888373,0.37136772453475214,-1.484413126177214
2021-03-03,0.7766437796540085,0.9239669180829349,-1.0337367049679675,-0.05896133288129715,-0.4142720919334557,0.2151871649435032,-0.4511304226545444,0.10648184103771698,0.49791538232438864,0.5477156113776924,0.3028659222425024,-1.4126760672254848
2021-03-04,0.7718147314945518,0.9404535997596629,-1.0857131889099374,-0.05644977455120538,-0.22714104065110308,0.15823064403232331,-0.3423909948070143,0.15490664649078295,0.4433263171392768,0.5606080329065762,0.1686430519807834,-1.4862880248846988
2021-03-05,0.7376613799080959,0.8464551852588144,-1.1916425922851481,0.20162369260741386,-0.15909056043570238,0.161458654903216,-0.27412318620869075,0.08967482748110764,0.4444664353028954,0.5793792826236115,0.017334690161765642,-1.4531978093173787
2021-03-08,0.7971614443815113,0.7937666432858171,-1.1962964719506244,0.1612993874916056,-0.1166684607535847,0.11004111746325623,-0.1798449014873747,0.0858749547236854,0.4001205727354369,0.6381645454631952,-0.19419300650076238,-1.2994258248521608
2021-03-09,0.8265645846019093,0.7319527455748676,-1.1197299128354126,0.21418493172677283,-0.03867781703648442,0.07069665168966596,-0.07140280755169318,0.0024741552281844076,0.3410283008462821,0.5520815493758146,-0.39520743096479855,-1.1139649506551084
2021-03-10,0.7433997835337575,0.6567030805601111,-1.0498383890934992,0.18112643202724157,-0.08693942826726192,-0.004303562045759657,-0.13490600247583437,-0.0349307002377051,0.2854966433956583,0.7824377678586437,-0.3514871993868513,-0.9867584258684998
2021-03-11,0.71737621845323,0.6314826682667118,-1.0879293142053887,0.14838571339023576,0.004503022183999544,0.006275148474566505,-0.10197737044142197,-0.027549283244720772,0.32190012320296824,0.7280361433034632,-0.33151785470529593,-1.0089852146783471
2021-03-12,0.6256219026279589,0.5136947254983251,-1.0218798919022094,0.12109494594872532,0.04024625620776865,-0.003717080003468154,-0.1823960829507588,-0.0017371485973803544,0.2760409977449739,0.8974295185970469,-0.3087687595089038,-0.9556293836620777
2021-03-15,0.5472246736861098,0.5942785458749118,-0.9725047499518119,0.16923137674555588,-0.12272514619851868,-0.01656579488893012,-0.29806562749663135,-0.05077863576276645,0.26431465191941844,1.0037649245991187,-0.254903891549474,-0.8632703269769844
2021-03-16,0.5340855529611177,0.41979205448740764,-0.9254119300660588,0.09814412517302347,-0.10405557208398966,0.08799767659949936,-0.22254384677291192,-0.09850548985179235,0.2860641996189134,1.1243953874317931,-0.279862365713582,-0.9200997917834186
2021-03-17,0.49600512956796516,0.32338567674169805,-0.8234757464871196,0.14942855309672115,-0.0023570017234980922,0.03732045165495909,-0.19278715334107124,-0.05520501318117138,0.191079893367719,1.1454718993598845,-0.42223615230495204,-0.8466305367511349
2021-03-18,0.37245628171404516,0.1618107692170524,-0.33113482265950805,0.049289635132659604,0.12591631884965848,0.08903518194155996,-0.24390362455455694,-0.22139039066433067,0.0938417433016854,1.1859999829688013,-0.5700786586137772,-0.7118424166332867
2021-03-19,0.5152892009691455,0.2024080796175851,-0.36564657266462747,0.08470785433407003,0.04606038905903353,0.07777650583450194,-0.1271863574539871,-0.4621498058255217,0.16790939781078498,1.1834535557993073,-0.5383896269004811,-0.7842326205798109
2021-03-22,0.548045192461892,0.06618360420854401,-0.4459597745938686,0.09313133486735575,0.2949190862465351,0.09916109299861192,0.021448959580909588,-0.7022912520142224,0.08831726543680607,1.1332562079051862,-0.5420623688522183,-0.6541493482455301
2021-03-23,0.5409698152348872,-0.20016808628762123,-0.08185573314903745,0.018701643749996444,0.5167919121578107,-0.24531718484166104,0.24604444146764778,-0.8132092407169428,-0.1226149694498819,1.010357747546721,-0.5368956330182866,-0.33280471269363254
2021-03-24,0.6821804046660546,0.06531158298283168,-0.44598299222565835,0.16005501456630034,0.6700535521770501,-0.6408964690666112,0.25956752968703406,-0.5042843137464251,-0.12730406900114294,0.8698129139192479,-0.6072955996186531,-0.3812175543400262
2021-03-25,0.5187633400424936,0.06059515653622907,-0.3295653513921384,0.22993060723331904,0.7568499375362818,-0.7803252230174766,0.15724604954465235,-0.41581338936122647,-0.04911274912220559,0.8818540058946062,-0.6672630752079336,-0.36315930868660073
2021-03-26,0.5638043721307189,0.14607991835052214,-0.3803581002470307,0.2929614172212795,0.9985817649793223,-0.886847854752175,0.22795764570204102,-0.47675672909934846,-0.056098273074374955,0.5692172131305246,-0.7038355372192856,-0.2947058371221921
2021-03-29,0.595976401320419,0.14686629340798135,-0.35078728056484043,0.2971624473466898,0.8607432705585218,-0.8590527976601277,0.18909794815098818,-0.5308838465522564,0.0493184530501353,0.7017871144819514,-0.6647387081058922,-0.43548929543356896
2021-03-30,0.8217759150890994,0.1381738608563017,-0.36589811134048855,0.26584892147423067,0.9152751773346766,-0.8938747539164953,0.14636549521084952,-0.5015843584113555,-0.04086846550856307,0.4475245195226849,-0.6723452924682747,-0.260392907842663
2021-03-31,0.6929176329431047,0.06925361598812471,-0.27585911780508415,0.24605862171309245,1.1921408606430357,-0.7949532656161692,0.3454683622549414,-0.7387213249279933,-0.08848517958839008,0.19286825419878106,-0.6195741428076942,-0.22111431699574924
2021-04-01,0.6149395849093336,-0.14207880412136914,-0.06286231302959439,0.07151672604469098,1.40205733302353,-0.755512939327675,0.6235791253181,-0.7511194929217673,-0.2624318800497093,-0.06965987069291013,-0.4312595245357346,-0.23716794461689297
2021-04-05,0.5503062519436094,-0.14304364727435126,-0.16015885214569886,0.1339812288402653,1.3998764616679031,-0.7995623718789772,0.54033114437957,-0.5550370866198111,-0.30014201530847817,-0.28117880784794613,-0.30772443424425977,-0.07764787151181951
2021-04-06,0.48169536730876217,-0.27674311124691725,-0.07604937111063165,0.2279336937246468,1.2215222660361698,-0.9010700490634029,0.4755228849938177,-0.4894648395189246,-0.3353885536252087,-0.2313731912218563,-0.12507104020126852,0.028485943924813573
2021-04-07,0.25012790421105424,-0.2594213014648319,-0.00568185653660095,0.0027078973945245666,1.5272199702082054,-0.6122068238391862,0.6512493567064966,-0.6394155136282786,-0.39101375503892444,-0.7117305536929126,-0.03258738018535473,0.2207520558658095
2021-04-08,0.4287178315985137,-0.19730346738835447,-0.061296229073833204,-0.03068599768242622,1.2102325320385956,-0.7244111899155252,0.5183396816109055,-0.6199771040090079,-0.3587959215634273,-0.15005576082292416,-0.05969527640945804,0.04493090161694008
2021-04-09,0.3397374507242783,-0.21280162122631452,-0.10584407612278825,-0.007451974332367689,1.2772238588608391,-0.5732869105588754,0.6246948919101195,-0.587558751443476,-0.31626208884199963,-0.15097364176162203,-0.3440228275281187,0.05654569032032583
2021-04-12,0.4115263464999891,-0.15930354214865605,-0.055282385424632985,0.189257610568697,1.049785502759799,-0.7131724862378341,0.21931091487664944,-0.4337200005790614,-0.25156806401857346,-0.023329969551165508,-0.3033961249427213,0.06989219819751027
2021-04-13,0.24092845462331466,-0.39795901613000023,-0.11066124344820272,0.0406290089440611,1.3367866582811125,-0.5151394413393848,0.49227804703709305,-0.46282940823519464,-0.30027621544499816,-0.25128385030109085,-0.2026833634337945,0.1302103694470845
2021-04-14,0.2706846784588768,-0.4945057038028211,-0.03465493975233279,-0.0850814750115242,1.359939405950905,-0.5405297521057074,0.7236798597285895,-0.3351516636779285,-0.4161564780936854,-0.285806262188997,-0.25968009880597115,0.09726242930059553
2021-04-15,0.3332808843826606,-0.5355796791438139,-0.07508890969654115,-0.024702829170184834,1.1986337948439159,-0.32746376601584426,0.8001185502172488,-0.21933097537263588,-0.34368951129420433,-0.42010535214516975,-0.5267184156697591,0.14064620906432906
2021-04-16,0.22934073506223512,-0.5469092162551618,0.0781007039230778,-0.043670857380229924,1.191866534406705,-0.42621271311700226,0.9506972739639787,-0.06567959278614068,-0.42793341444564775,-0.5713900027552623,-0.672410267655895,0.30420081703934354
2021-04-19,0.22410979053955632,-0.5552145664246162,-0.20204318220845238,-0.13169506037552886,1.361571218493416,-0.30654630185864606,0.9827755899795048,-0.018008966760503675,-0.4521426529852753,-0.5673134995050814,-0.2847498348242717,-0.050742534070098516
2021-04-20,0.1747694026005811,-0.5904439498377206,-0.19841644509133774,-0.17438220780710317,1.3249832208042973,-0.22723943410533062,0.9440496319244863,0.17067440744027002,-0.5423997981831795,-0.52526320871409,-0.35235402678858674,-0.0039775922422853605
2021-04-21,0.33004620820052627,-0.5146094605949337,-0.2653691129516198,-0.15897621902691905,1.2049899197250467,-0.33532834378738574,0.7291876761112679,0.31097855350040055,-0.3881286920957352,-0.3763671884480044,-0.37676623115849844,-0.15965710947414774
